Age,G,MP,FGA,3P,3P%,2PA,FT,FT%,DRB,AST,BLK,PF,Rk,Pos,Tm,GS,FG,FG%,3PA,2P,2P%,FTA,ORB,TRB,STL,TOV,PTS
20.0,32.0,439.0,141.0,15.0,0.25,81.0,19.0,0.731,57.0,22.0,2.0,50.0,122.0,PF,DET,2.0,50.0,0.355,60.0,35.0,0.4320000000000001,26.0,16.0,73.0,13.0,18.0,134.0
24.0,21.0,408.0,127.0,20.0,0.392,76.0,23.0,0.605,64.0,35.0,13.0,36.0,123.0,SG,DEN,0.0,58.0,0.457,51.0,38.0,0.5,38.0,18.0,82.0,11.0,16.0,159.0
34.0,22.0,596.0,253.0,35.0,0.361,156.0,58.0,0.841,61.0,105.0,4.0,58.0,124.0,PG,MIA,8.0,116.0,0.458,97.0,81.0,0.519,69.0,7.0,68.0,13.0,61.0,325.0
27.0,25.0,722.0,380.0,0.0,0.0,372.0,77.0,0.597,236.0,64.0,29.0,69.0,125.0,C,CLE,25.0,180.0,0.474,8.0,180.0,0.484,129.0,101.0,337.0,40.0,81.0,437.0
35.0,11.0,76.0,7.0,2.0,0.4,2.0,0.0,0.0,15.0,5.0,1.0,7.0,126.0,PF,LAL,0.0,2.0,0.28600000000000003,5.0,0.0,0.0,0.0,4.0,19.0,1.0,2.0,6.0
32.0,19.0,679.0,359.0,49.0,0.434,246.0,126.0,0.8690000000000001,132.0,100.0,27.0,43.0,127.0,PF,BRK,18.0,188.0,0.524,113.0,139.0,0.565,145.0,7.0,139.0,14.0,67.0,551.0
19.0,36.0,1048.0,537.0,68.0,0.302,312.0,70.0,0.805,118.0,90.0,15.0,55.0,128.0,SG,MIN,19.0,199.0,0.371,225.0,131.0,0.42,87.0,26.0,144.0,31.0,66.0,536.0
22.0,14.0,147.0,63.0,11.0,0.324,29.0,7.0,0.778,12.0,6.0,1.0,16.0,129.0,SG,BOS,1.0,29.0,0.46,34.0,18.0,0.621,9.0,2.0,14.0,4.0,2.0,76.0
20.0,13.0,105.0,31.0,5.0,0.263,12.0,6.0,0.667,10.0,3.0,3.0,18.0,130.0,SF,POR,0.0,14.0,0.452,19.0,9.0,0.75,9.0,4.0,14.0,4.0,3.0,39.0
33.0,28.0,650.0,227.0,77.0,0.433,49.0,20.0,0.741,39.0,40.0,6.0,43.0,131.0,SG,DET,24.0,103.0,0.454,178.0,26.0,0.531,27.0,8.0,47.0,13.0,19.0,303.0
26.0,30.0,990.0,547.0,37.0,0.416,458.0,298.0,0.856,283.0,98.0,41.0,75.0,132.0,C,PHI,30.0,285.0,0.521,89.0,248.0,0.541,348.0,65.0,348.0,37.0,96.0,905.0
30.0,24.0,514.0,120.0,21.0,0.447,73.0,33.0,0.7859999999999999,67.0,32.0,6.0,53.0,133.0,SF,ORL,23.0,60.0,0.5,47.0,39.0,0.534,42.0,26.0,93.0,20.0,21.0,174.0
23.0,15.0,180.0,51.0,0.0,0.0,51.0,14.0,0.7,37.0,9.0,16.0,19.0,134.0,C,SAS,0.0,21.0,0.412,0.0,21.0,0.412,20.0,9.0,46.0,1.0,8.0,56.0
25.0,6.0,116.0,26.0,2.0,0.182,15.0,1.0,0.5,15.0,13.0,2.0,9.0,135.0,SG,CLE,3.0,10.0,0.385,11.0,8.0,0.5329999999999999,2.0,2.0,17.0,4.0,7.0,23.0
25.0,8.0,57.0,13.0,0.0,0.0,13.0,3.0,0.375,13.0,1.0,10.0,10.0,136.0,C,BOS,0.0,9.0,0.6920000000000001,0.0,9.0,0.6920000000000001,8.0,8.0,21.0,0.0,1.0,21.0
29.0,34.0,550.0,131.0,0.0,0.0,130.0,45.0,0.789,122.0,28.0,31.0,83.0,137.0,C,UTA,0.0,85.0,0.649,1.0,85.0,0.654,57.0,65.0,187.0,18.0,21.0,215.0
28.0,6.0,38.0,4.0,0.0,0.0,4.0,5.0,0.625,6.0,5.0,0.0,3.0,138.0,C,CHI,0.0,3.0,0.75,0.0,3.0,0.75,8.0,6.0,12.0,2.0,3.0,11.0
22.0,9.0,34.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,5.0,139.0,SG,PHI,0.0,1.0,0.2,3.0,1.0,0.5,0.0,0.0,1.0,0.0,3.0,2.0
22.0,18.0,151.0,25.0,0.0,0.0,23.0,9.0,0.6,47.0,9.0,2.0,17.0,140.0,C,ATL,0.0,11.0,0.44,2.0,11.0,0.478,15.0,13.0,60.0,2.0,15.0,31.0
27.0,2.0,40.0,21.0,3.0,0.333,12.0,0.0,0.0,4.0,5.0,1.0,4.0,141.0,PG,CLE,0.0,8.0,0.381,9.0,5.0,0.417,2.0,3.0,7.0,3.0,3.0,19.0
27.0,25.0,787.0,180.0,41.0,0.345,61.0,10.0,0.833,92.0,34.0,10.0,67.0,142.0,PF,DAL,25.0,77.0,0.428,119.0,36.0,0.59,12.0,36.0,128.0,25.0,15.0,205.0
22.0,15.0,125.0,45.0,5.0,0.192,19.0,4.0,0.667,10.0,16.0,0.0,12.0,143.0,PG,TOR,0.0,12.0,0.267,26.0,7.0,0.368,6.0,1.0,11.0,4.0,4.0,33.0
27.0,36.0,675.0,259.0,73.0,0.448,96.0,20.0,0.741,40.0,21.0,0.0,39.0,144.0,SG,MIL,6.0,121.0,0.467,163.0,48.0,0.5,27.0,7.0,47.0,8.0,19.0,335.0
22.0,7.0,20.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,145.0,PG,UTA,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0
28.0,21.0,613.0,282.0,52.0,0.371,142.0,83.0,0.79,60.0,79.0,7.0,42.0,146.0,SF,ORL,21.0,127.0,0.45,140.0,75.0,0.528,105.0,5.0,65.0,22.0,45.0,389.0
23.0,35.0,1198.0,629.0,64.0,0.342,442.0,156.0,0.672,90.0,265.0,17.0,102.0,147.0,PG,SAC,35.0,293.0,0.466,187.0,229.0,0.518,232.0,23.0,113.0,43.0,115.0,806.0
30.0,3.0,33.0,8.0,0.0,0.0,6.0,0.0,0.0,4.0,7.0,0.0,4.0,148.0,PG,MEM,0.0,2.0,0.25,2.0,2.0,0.333,0.0,0.0,4.0,1.0,3.0,4.0
22.0,8.0,215.0,104.0,4.0,0.25,88.0,17.0,0.895,20.0,43.0,2.0,18.0,149.0,PG,ORL,8.0,41.0,0.394,16.0,37.0,0.42,19.0,5.0,25.0,8.0,18.0,103.0
23.0,4.0,12.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,150.0,PF,NOP,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
22.0,26.0,343.0,75.0,0.0,0.0,75.0,26.0,0.667,48.0,16.0,32.0,48.0,151.0,PF,CHI,11.0,50.0,0.667,0.0,50.0,0.667,39.0,34.0,82.0,11.0,19.0,126.0
32.0,24.0,525.0,207.0,47.0,0.388,86.0,71.0,0.934,76.0,37.0,3.0,46.0,152.0,PF,ATL,2.0,81.0,0.391,121.0,34.0,0.395,76.0,5.0,81.0,13.0,27.0,280.0
29.0,25.0,262.0,82.0,21.0,0.457,36.0,16.0,1.0,22.0,16.0,0.0,14.0,153.0,SG,PHO,0.0,38.0,0.463,46.0,17.0,0.472,16.0,4.0,26.0,4.0,7.0,113.0
21.0,28.0,922.0,407.0,48.0,0.384,282.0,45.0,0.8490000000000001,49.0,164.0,3.0,62.0,154.0,PG,CLE,25.0,179.0,0.44,125.0,131.0,0.465,53.0,13.0,62.0,33.0,82.0,451.0
36.0,35.0,703.0,134.0,31.0,0.365,49.0,29.0,0.8059999999999999,118.0,69.0,45.0,82.0,155.0,C,LAL,35.0,54.0,0.403,85.0,23.0,0.469,36.0,25.0,143.0,17.0,30.0,168.0
34.0,26.0,572.0,258.0,41.0,0.366,146.0,33.0,0.767,111.0,39.0,13.0,47.0,156.0,PF,SAS,0.0,108.0,0.419,112.0,67.0,0.459,43.0,24.0,135.0,18.0,30.0,290.0
30.0,27.0,904.0,451.0,95.0,0.45,240.0,95.0,0.888,141.0,146.0,14.0,63.0,157.0,SF,LAC,27.0,225.0,0.499,211.0,130.0,0.542,107.0,24.0,165.0,30.0,91.0,640.0
35.0,12.0,181.0,31.0,2.0,0.28600000000000003,24.0,7.0,0.583,33.0,6.0,4.0,23.0,158.0,PF,NYK,0.0,18.0,0.581,7.0,16.0,0.667,12.0,18.0,51.0,5.0,7.0,45.0
22.0,22.0,260.0,62.0,3.0,0.375,54.0,13.0,0.722,83.0,20.0,9.0,44.0,159.0,C,POR,0.0,26.0,0.419,8.0,23.0,0.426,18.0,25.0,108.0,5.0,16.0,68.0
22.0,30.0,1020.0,468.0,61.0,0.412,320.0,158.0,0.794,136.0,187.0,20.0,60.0,160.0,SG,OKC,30.0,239.0,0.511,148.0,178.0,0.556,199.0,17.0,153.0,23.0,87.0,697.0
25.0,12.0,67.0,10.0,1.0,0.14300000000000002,3.0,3.0,0.75,16.0,4.0,2.0,3.0,161.0,PF,WAS,1.0,3.0,0.3,7.0,2.0,0.667,4.0,3.0,19.0,3.0,3.0,10.0
28.0,36.0,1105.0,306.0,0.0,0.0,305.0,118.0,0.599,352.0,48.0,98.0,82.0,162.0,C,UTA,36.0,196.0,0.6409999999999999,1.0,196.0,0.643,197.0,120.0,472.0,17.0,64.0,510.0
25.0,24.0,289.0,106.0,15.0,0.28300000000000003,53.0,17.0,0.708,24.0,43.0,0.0,23.0,163.0,PG,ATL,0.0,35.0,0.33,53.0,20.0,0.377,24.0,3.0,27.0,10.0,13.0,102.0
25.0,19.0,552.0,213.0,31.0,0.369,129.0,49.0,0.612,104.0,80.0,16.0,38.0,164.0,PF,ORL,19.0,91.0,0.4270000000000001,84.0,60.0,0.465,80.0,33.0,137.0,14.0,53.0,262.0
32.0,26.0,763.0,350.0,66.0,0.328,149.0,92.0,0.836,49.0,70.0,13.0,41.0,165.0,SG,HOU,12.0,153.0,0.4370000000000001,201.0,87.0,0.584,110.0,7.0,56.0,14.0,50.0,464.0
25.0,25.0,821.0,310.0,70.0,0.34700000000000003,108.0,55.0,0.775,61.0,142.0,0.0,38.0,166.0,PG,CHO,25.0,109.0,0.35200000000000004,202.0,39.0,0.361,71.0,14.0,75.0,25.0,35.0,343.0
26.0,33.0,1194.0,586.0,81.0,0.363,363.0,184.0,0.889,152.0,96.0,36.0,90.0,167.0,SF,DET,33.0,254.0,0.433,223.0,173.0,0.477,207.0,24.0,176.0,25.0,62.0,773.0
33.0,36.0,1018.0,270.0,80.0,0.376,57.0,13.0,0.65,97.0,61.0,28.0,66.0,168.0,SF,PHI,36.0,106.0,0.393,213.0,26.0,0.456,20.0,31.0,128.0,45.0,46.0,305.0
30.0,31.0,918.0,174.0,14.0,0.237,115.0,27.0,0.711,165.0,267.0,22.0,100.0,169.0,PF,GSW,31.0,68.0,0.391,59.0,54.0,0.47,38.0,23.0,188.0,44.0,84.0,177.0
30.0,25.0,512.0,180.0,41.0,0.4270000000000001,84.0,27.0,0.8440000000000001,109.0,24.0,7.0,68.0,170.0,PF,DEN,4.0,80.0,0.444,96.0,39.0,0.464,32.0,41.0,150.0,15.0,26.0,228.0
27.0,22.0,330.0,71.0,7.0,0.318,49.0,20.0,0.667,30.0,10.0,2.0,29.0,171.0,SG,BOS,2.0,39.0,0.5489999999999999,22.0,32.0,0.653,30.0,20.0,50.0,18.0,12.0,105.0
34.0,33.0,870.0,223.0,49.0,0.422,107.0,39.0,0.7959999999999999,103.0,46.0,8.0,62.0,172.0,C,BRK,16.0,113.0,0.507,116.0,64.0,0.598,49.0,15.0,118.0,23.0,27.0,314.0
20.0,17.0,212.0,36.0,2.0,0.16699999999999998,24.0,6.0,0.545,27.0,10.0,1.0,16.0,173.0,SG,DAL,5.0,17.0,0.472,12.0,15.0,0.625,11.0,12.0,39.0,4.0,11.0,42.0
31.0,20.0,626.0,222.0,39.0,0.315,98.0,44.0,0.71,97.0,77.0,2.0,42.0,174.0,PF,DET,20.0,81.0,0.365,124.0,42.0,0.429,62.0,7.0,104.0,14.0,32.0,245.0
23.0,14.0,115.0,44.0,6.0,0.25,20.0,7.0,0.875,11.0,15.0,0.0,9.0,175.0,PG,SAC,0.0,14.0,0.318,24.0,8.0,0.4,8.0,3.0,14.0,4.0,3.0,41.0
22.0,27.0,813.0,267.0,21.0,0.304,198.0,72.0,0.758,118.0,47.0,2.0,61.0,176.0,PF,WAS,27.0,122.0,0.457,69.0,101.0,0.51,95.0,29.0,147.0,19.0,28.0,337.0
21.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,PG,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,30.0,903.0,310.0,71.0,0.433,146.0,20.0,0.833,78.0,161.0,18.0,36.0,178.0,PG,SAC,2.0,153.0,0.494,164.0,82.0,0.562,24.0,29.0,107.0,42.0,46.0,397.0
20.0,7.0,51.0,18.0,1.0,0.125,10.0,3.0,0.429,8.0,7.0,0.0,7.0,179.0,SF,OKC,0.0,4.0,0.222,8.0,3.0,0.3,7.0,1.0,9.0,0.0,4.0,12.0
19.0,24.0,220.0,58.0,5.0,0.278,40.0,7.0,0.7,37.0,12.0,2.0,21.0,180.0,PG,DEN,0.0,24.0,0.414,18.0,19.0,0.475,10.0,10.0,47.0,5.0,11.0,60.0
28.0,33.0,975.0,434.0,97.0,0.385,182.0,65.0,0.802,93.0,56.0,6.0,51.0,181.0,SG,DAL,17.0,190.0,0.438,252.0,93.0,0.511,81.0,12.0,105.0,20.0,30.0,542.0
31.0,31.0,1173.0,517.0,101.0,0.401,265.0,183.0,0.8590000000000001,216.0,345.0,21.0,67.0,182.0,PG-SG,TOT,31.0,250.0,0.484,252.0,149.0,0.562,213.0,26.0,242.0,36.0,131.0,784.0
31.0,8.0,290.0,135.0,25.0,0.34700000000000003,63.0,53.0,0.883,36.0,83.0,6.0,14.0,182.0,SG,HOU,8.0,60.0,0.444,72.0,35.0,0.556,60.0,5.0,41.0,7.0,34.0,198.0
31.0,23.0,883.0,382.0,76.0,0.422,202.0,130.0,0.85,180.0,262.0,15.0,53.0,182.0,PG,BRK,23.0,190.0,0.4970000000000001,180.0,114.0,0.564,153.0,21.0,201.0,29.0,97.0,586.0
27.0,10.0,109.0,10.0,4.0,0.5,2.0,0.0,0.0,8.0,7.0,3.0,12.0,183.0,SF,MIA,3.0,4.0,0.4,8.0,0.0,0.0,2.0,1.0,9.0,2.0,2.0,12.0
23.0,2.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,184.0,PG,NYK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0
27.0,37.0,891.0,334.0,0.0,0.0,328.0,93.0,0.7559999999999999,149.0,39.0,27.0,77.0,185.0,C,LAL,1.0,209.0,0.626,6.0,209.0,0.637,123.0,89.0,238.0,24.0,41.0,511.0
26.0,19.0,581.0,156.0,24.0,0.32,81.0,22.0,0.733,34.0,32.0,4.0,37.0,186.0,SG,DEN,19.0,69.0,0.442,75.0,45.0,0.556,30.0,13.0,47.0,17.0,14.0,184.0
22.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,187.0,SG,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
29.0,37.0,1144.0,379.0,126.0,0.506,130.0,21.0,0.7,112.0,65.0,7.0,82.0,188.0,SF,BRK,33.0,201.0,0.53,249.0,75.0,0.5770000000000001,30.0,19.0,131.0,20.0,29.0,549.0
28.0,31.0,1066.0,470.0,51.0,0.402,343.0,94.0,0.887,199.0,104.0,26.0,64.0,189.0,PF,PHI,31.0,241.0,0.513,127.0,190.0,0.5539999999999999,106.0,37.0,236.0,25.0,58.0,627.0
27.0,17.0,56.0,20.0,0.0,0.0,18.0,5.0,0.833,6.0,9.0,0.0,3.0,190.0,SG,UTA,0.0,6.0,0.3,2.0,6.0,0.333,6.0,3.0,9.0,2.0,5.0,17.0
25.0,36.0,1032.0,255.0,49.0,0.333,108.0,53.0,0.757,226.0,74.0,9.0,87.0,191.0,SF,NOP,3.0,114.0,0.447,147.0,65.0,0.602,70.0,38.0,264.0,29.0,28.0,330.0
22.0,26.0,243.0,76.0,0.0,0.0,76.0,20.0,0.588,37.0,14.0,15.0,53.0,192.0,C,DEN,0.0,39.0,0.513,0.0,39.0,0.513,34.0,37.0,74.0,10.0,19.0,98.0
20.0,25.0,311.0,68.0,0.0,0.0,68.0,19.0,0.655,58.0,9.0,12.0,45.0,193.0,C,NOP,1.0,46.0,0.6759999999999999,0.0,46.0,0.6759999999999999,29.0,31.0,89.0,9.0,16.0,111.0
19.0,7.0,148.0,47.0,5.0,0.25,27.0,1.0,0.5,7.0,25.0,0.0,15.0,194.0,PG,DET,7.0,13.0,0.277,20.0,8.0,0.29600000000000004,2.0,1.0,8.0,2.0,17.0,32.0
30.0,31.0,1080.0,503.0,64.0,0.405,345.0,114.0,0.857,140.0,121.0,12.0,55.0,195.0,SF,CHO,31.0,245.0,0.487,158.0,181.0,0.525,133.0,27.0,167.0,41.0,62.0,668.0
25.0,17.0,271.0,90.0,16.0,0.302,37.0,13.0,0.684,62.0,10.0,2.0,14.0,196.0,PF,MIN,6.0,36.0,0.4,53.0,20.0,0.541,19.0,13.0,75.0,6.0,7.0,101.0
26.0,20.0,359.0,110.0,1.0,0.2,105.0,24.0,0.667,86.0,26.0,10.0,27.0,197.0,C,NOP,2.0,60.0,0.545,5.0,59.0,0.562,36.0,53.0,139.0,7.0,11.0,145.0
21.0,25.0,818.0,345.0,50.0,0.34700000000000003,201.0,44.0,0.772,132.0,90.0,10.0,40.0,198.0,SG,MIA,14.0,151.0,0.438,144.0,101.0,0.502,57.0,11.0,143.0,15.0,61.0,396.0
28.0,36.0,1253.0,507.0,140.0,0.378,137.0,54.0,0.8440000000000001,150.0,114.0,11.0,96.0,199.0,SG,SAC,36.0,198.0,0.391,370.0,58.0,0.423,64.0,12.0,162.0,29.0,64.0,590.0
34.0,14.0,369.0,120.0,22.0,0.386,63.0,21.0,0.84,21.0,43.0,2.0,12.0,200.0,PG,OKC,14.0,61.0,0.508,57.0,39.0,0.619,25.0,8.0,29.0,12.0,12.0,165.0
29.0,36.0,686.0,149.0,35.0,0.318,39.0,15.0,0.882,64.0,33.0,6.0,58.0,201.0,PF,ATL,1.0,53.0,0.35600000000000004,110.0,18.0,0.462,17.0,18.0,82.0,25.0,21.0,156.0
21.0,6.0,19.0,13.0,1.0,0.2,8.0,1.0,0.5,0.0,0.0,1.0,1.0,202.0,SG,DAL,0.0,3.0,0.231,5.0,2.0,0.25,2.0,0.0,0.0,1.0,2.0,8.0
24.0,35.0,667.0,256.0,38.0,0.35200000000000004,148.0,29.0,0.725,39.0,63.0,4.0,62.0,203.0,PG,IND,6.0,95.0,0.371,108.0,57.0,0.385,40.0,7.0,46.0,20.0,29.0,257.0
30.0,26.0,805.0,324.0,44.0,0.364,203.0,36.0,0.7659999999999999,82.0,133.0,14.0,45.0,204.0,PG,MIL,23.0,159.0,0.491,121.0,115.0,0.5670000000000001,47.0,31.0,113.0,47.0,42.0,398.0
31.0,35.0,1130.0,303.0,89.0,0.414,88.0,41.0,0.82,117.0,60.0,14.0,78.0,205.0,SG,IND,26.0,139.0,0.459,215.0,50.0,0.568,50.0,22.0,139.0,43.0,28.0,408.0
27.0,32.0,942.0,275.0,1.0,0.16699999999999998,269.0,58.0,0.8059999999999999,185.0,55.0,48.0,127.0,206.0,C,SAC,32.0,179.0,0.6509999999999999,6.0,178.0,0.662,72.0,81.0,266.0,23.0,43.0,417.0
28.0,30.0,575.0,168.0,20.0,0.299,101.0,5.0,0.625,42.0,32.0,3.0,42.0,207.0,SF,POR,5.0,62.0,0.369,67.0,42.0,0.416,8.0,8.0,50.0,17.0,25.0,149.0
34.0,24.0,677.0,312.0,47.0,0.35600000000000004,180.0,14.0,0.778,137.0,84.0,21.0,43.0,208.0,C,OKC,24.0,138.0,0.442,132.0,91.0,0.506,18.0,23.0,160.0,21.0,27.0,337.0
20.0,33.0,576.0,213.0,18.0,0.28600000000000003,150.0,32.0,0.821,70.0,66.0,19.0,69.0,209.0,SG,LAL,1.0,94.0,0.441,63.0,76.0,0.507,39.0,10.0,80.0,27.0,43.0,238.0
27.0,22.0,602.0,184.0,34.0,0.312,75.0,28.0,0.757,71.0,42.0,12.0,43.0,210.0,SF,HOU,12.0,69.0,0.375,109.0,35.0,0.467,37.0,16.0,87.0,14.0,21.0,200.0
35.0,36.0,574.0,138.0,4.0,0.364,127.0,53.0,0.53,173.0,27.0,31.0,105.0,211.0,C,PHI,4.0,81.0,0.5870000000000001,11.0,77.0,0.606,100.0,91.0,264.0,15.0,62.0,219.0
21.0,17.0,55.0,31.0,3.0,0.136,9.0,1.0,0.5,5.0,6.0,0.0,7.0,212.0,SG,DEN,0.0,6.0,0.194,22.0,3.0,0.333,2.0,0.0,5.0,2.0,4.0,16.0
22.0,36.0,1157.0,387.0,77.0,0.365,176.0,28.0,0.8240000000000001,105.0,133.0,7.0,87.0,213.0,SG,ATL,25.0,165.0,0.426,211.0,88.0,0.5,34.0,26.0,131.0,46.0,47.0,435.0
22.0,6.0,27.0,15.0,3.0,0.3,5.0,3.0,0.75,4.0,3.0,1.0,0.0,214.0,SF,UTA,0.0,5.0,0.333,10.0,2.0,0.4,4.0,0.0,4.0,1.0,4.0,16.0
23.0,18.0,579.0,210.0,30.0,0.366,128.0,64.0,0.877,81.0,40.0,9.0,47.0,215.0,SF,ATL,18.0,108.0,0.514,82.0,78.0,0.609,73.0,16.0,97.0,17.0,25.0,310.0
24.0,7.0,64.0,18.0,1.0,0.333,15.0,2.0,1.0,19.0,4.0,0.0,9.0,216.0,SF,CHI,0.0,5.0,0.278,3.0,4.0,0.267,2.0,1.0,20.0,1.0,5.0,13.0
31.0,37.0,887.0,333.0,37.0,0.35600000000000004,229.0,36.0,0.818,184.0,66.0,46.0,73.0,217.0,C,LAC,37.0,169.0,0.508,104.0,132.0,0.5760000000000001,44.0,62.0,246.0,9.0,42.0,411.0
37.0,34.0,735.0,147.0,38.0,0.339,35.0,14.0,0.56,106.0,77.0,16.0,51.0,218.0,SF,MIA,2.0,57.0,0.388,112.0,19.0,0.5429999999999999,25.0,20.0,126.0,36.0,36.0,166.0
33.0,32.0,846.0,245.0,79.0,0.465,75.0,34.0,0.895,94.0,140.0,8.0,56.0,219.0,SF,UTA,9.0,128.0,0.522,170.0,49.0,0.653,38.0,13.0,107.0,15.0,50.0,369.0
23.0,36.0,1255.0,648.0,85.0,0.379,424.0,164.0,0.8859999999999999,163.0,172.0,28.0,71.0,220.0,SF,NOP,36.0,306.0,0.472,224.0,221.0,0.521,185.0,22.0,185.0,25.0,84.0,861.0
28.0,26.0,924.0,527.0,76.0,0.411,342.0,94.0,0.887,93.0,155.0,16.0,74.0,221.0,PG,BRK,26.0,269.0,0.51,185.0,193.0,0.564,106.0,31.0,124.0,28.0,59.0,708.0
26.0,20.0,246.0,47.0,3.0,0.13,24.0,9.0,0.818,30.0,8.0,3.0,20.0,222.0,SF,DAL,3.0,14.0,0.298,23.0,11.0,0.458,11.0,5.0,35.0,7.0,5.0,40.0
22.0,9.0,54.0,22.0,4.0,0.308,9.0,0.0,0.0,8.0,10.0,0.0,5.0,223.0,PG,DET,0.0,6.0,0.273,13.0,2.0,0.222,0.0,0.0,8.0,1.0,4.0,16.0
23.0,32.0,797.0,362.0,41.0,0.29100000000000004,221.0,84.0,0.6940000000000001,107.0,60.0,28.0,94.0,224.0,SG,DET,6.0,154.0,0.425,141.0,113.0,0.511,121.0,34.0,141.0,29.0,74.0,433.0
25.0,25.0,405.0,149.0,23.0,0.29100000000000004,70.0,16.0,0.8,47.0,38.0,1.0,24.0,225.0,SF,OKC,2.0,61.0,0.409,79.0,38.0,0.5429999999999999,20.0,11.0,58.0,10.0,24.0,161.0
30.0,35.0,709.0,250.0,46.0,0.4,135.0,31.0,0.7559999999999999,77.0,103.0,3.0,65.0,226.0,SG,LAC,16.0,114.0,0.456,115.0,68.0,0.504,41.0,13.0,90.0,20.0,35.0,305.0
24.0,13.0,69.0,23.0,2.0,0.222,14.0,2.0,0.25,6.0,5.0,1.0,3.0,227.0,SF,SAC,0.0,9.0,0.391,9.0,7.0,0.5,8.0,3.0,9.0,3.0,2.0,22.0
36.0,36.0,1245.0,687.0,86.0,0.358,447.0,144.0,0.6920000000000001,268.0,280.0,22.0,56.0,228.0,PG,LAL,36.0,350.0,0.509,240.0,264.0,0.591,208.0,21.0,289.0,41.0,135.0,930.0
23.0,12.0,189.0,52.0,8.0,0.333,28.0,6.0,0.857,14.0,4.0,4.0,17.0,229.0,SG,SAC,2.0,22.0,0.423,24.0,14.0,0.5,7.0,7.0,21.0,5.0,5.0,58.0
23.0,4.0,100.0,30.0,7.0,0.368,11.0,0.0,0.0,8.0,13.0,0.0,14.0,230.0,SG,OKC,0.0,15.0,0.5,19.0,8.0,0.727,0.0,3.0,11.0,3.0,2.0,37.0
21.0,20.0,240.0,79.0,23.0,0.383,19.0,5.0,1.0,17.0,15.0,4.0,21.0,231.0,SG,PHI,1.0,29.0,0.3670000000000001,60.0,6.0,0.316,5.0,6.0,23.0,7.0,5.0,86.0
24.0,34.0,823.0,286.0,73.0,0.378,93.0,32.0,0.865,96.0,46.0,10.0,48.0,232.0,PF,PHO,9.0,125.0,0.4370000000000001,193.0,52.0,0.5589999999999999,37.0,19.0,115.0,22.0,26.0,355.0
33.0,27.0,484.0,140.0,15.0,0.259,82.0,14.0,0.5379999999999999,71.0,47.0,22.0,55.0,233.0,PF,DAL,1.0,65.0,0.464,58.0,50.0,0.61,26.0,12.0,83.0,23.0,26.0,159.0
21.0,29.0,845.0,320.0,28.0,0.326,234.0,79.0,0.782,146.0,63.0,14.0,66.0,234.0,SF,SAS,27.0,151.0,0.472,86.0,123.0,0.526,101.0,47.0,193.0,22.0,41.0,409.0
24.0,32.0,441.0,79.0,20.0,0.4,29.0,11.0,0.7859999999999999,54.0,41.0,9.0,49.0,235.0,PF,TOR,2.0,31.0,0.392,50.0,11.0,0.379,14.0,15.0,69.0,24.0,22.0,93.0
28.0,18.0,250.0,72.0,21.0,0.412,21.0,7.0,1.0,27.0,17.0,0.0,13.0,236.0,SG,BRK,1.0,28.0,0.389,51.0,7.0,0.333,7.0,4.0,31.0,6.0,5.0,84.0
25.0,36.0,1293.0,668.0,56.0,0.418,534.0,163.0,0.8809999999999999,296.0,309.0,23.0,107.0,237.0,C,DEN,36.0,379.0,0.5670000000000001,134.0,323.0,0.605,185.0,101.0,397.0,58.0,114.0,977.0
25.0,17.0,125.0,21.0,0.0,0.0,20.0,8.0,0.615,14.0,4.0,9.0,25.0,238.0,C,TOT,1.0,13.0,0.619,1.0,13.0,0.65,13.0,9.0,23.0,1.0,6.0,34.0
25.0,14.0,94.0,16.0,0.0,0.0,15.0,6.0,0.545,11.0,4.0,5.0,19.0,238.0,C,PHO,0.0,8.0,0.5,1.0,8.0,0.5329999999999999,11.0,7.0,18.0,1.0,6.0,22.0
25.0,3.0,31.0,5.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,4.0,6.0,238.0,C,LAL,1.0,5.0,1.0,0.0,5.0,1.0,2.0,2.0,5.0,0.0,0.0,12.0
23.0,31.0,838.0,182.0,26.0,0.333,104.0,40.0,0.645,91.0,27.0,34.0,74.0,239.0,SF,POR,30.0,92.0,0.505,78.0,66.0,0.635,62.0,58.0,149.0,24.0,22.0,250.0
